Client ID,Device Category,Medium,q_medium,q_devise
GA1.2.263756717.1579599576,desktop=>desktop=>,cpc=>cpc=>,2,2
GA1.2.263802602.1580322081,mobile=>,cpm=>,1,1
GA1.2.263835869.1581064126,mobile=>,cpm=>,1,1
GA1.2.263877082.1578639196,desktop=>,referral=>,1,1
GA1.2.263986928.1580049925,mobile=>,(none)=>,0,1
GA1.2.26398774.1580143736,mobile=>mobile=>mobile=>,referral=>organic=>referral=>,3,3
GA1.2.264026912.1578595828,desktop=>,organic=>,1,1
GA1.2.264057873.1579022783,mobile=>,referral=>,1,1
GA1.2.264138909.1581337692,mobile=>,organic=>,1,1
GA1.2.264142669.1577768621,mobile=>,sem_cpc=>,1,1
GA1.2.264262331.1581716227,mobile=>,organic=>,1,1
GA1.2.26426708.1575273882,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>,33,33
GA1.2.264279992.1580035804,mobile=>,(none)=>,0,1
GA1.2.264352628.1578134980,mobile=>,(none)=>,0,1
GA1.2.264381597.1581674128,desktop=>,referral=>,1,1
GA1.2.264443462.1579169307,mobile=>,organic=>,1,1
GA1.2.26448977.1580195698,desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>organic=>referral=>referral=>organic=>referral=>,6,6
GA1.2.264519809.1578304941,mobile=>,referral=>,1,1
GA1.2.264622006.1578476529,mobile=>,organic=>,1,1
GA1.2.264632651.1581847526,mobile=>,referral=>,1,1
GA1.2.264711242.1580142025,desktop=>desktop=>desktop=>desktop=>,referral=>(none)=>referral=>referral=>,3,4
GA1.2.264755694.1577185735,desktop=>,cpc=>,1,1
GA1.2.264826565.1581881224,mobile=>mobile=>,organic=>(none)=>,1,2
GA1.2.26484453.1580817374,mobile=>,organic=>,1,1
GA1.2.264852767.1578895823,desktop=>desktop=>desktop=>,referral=>referral=>cpc=>,3,3
GA1.2.264933098.1581426863,mobile=>,referral=>,1,1
GA1.2.265112965.1575854300,tablet=>tablet=>tablet=>,organic=>organic=>referral=>,3,3
GA1.2.265158107.1579091410,mobile=>,(none)=>,0,1
GA1.2.265428389.1581854141,mobile=>,referral=>,1,1
GA1.2.265484352.1580791953,tablet=>tablet=>tablet=>tablet=>tablet=>tablet=>tablet=>tablet=>tablet=>tablet=>tablet=>tablet=>,organic=>organic=>organic=>cpc=>cpc=>cpc=>organic=>organic=>organic=>cpc=>cpc=>cpc=>,12,12
GA1.2.265496574.1579598392,mobile=>,(none)=>,0,1
GA1.2.265575319.1580708347,desktop=>,organic=>,1,1
GA1.2.265608617.1579584065,desktop=>desktop=>,organic=>organic=>,2,2
GA1.2.265706646.1580633815,mobile=>mobile=>mobile=>mobile=>,referral=>cpc=>cpc=>referral=>,4,4
GA1.2.26573452.1581004152,mobile=>mobile=>,organic=>referral=>,2,2
GA1.2.265867045.1580839540,desktop=>,referral=>,1,1
GA1.2.265908748.1579159698,desktop=>,cpc=>,1,1
GA1.2.265919853.1574661835,mobile=>,cpc=>,1,1
GA1.2.266114484.1578986395,desktop=>,cpc=>,1,1
GA1.2.266189822.1581799727,desktop=>,(none)=>,0,1
GA1.2.266207189.1580579645,mobile=>,referral=>,1,1
GA1.2.266210660.1581785208,mobile=>,organic=>,1,1
GA1.2.266215008.1578238651,mobile=>,organic=>,1,1
GA1.2.266249586.1578924021,mobile=>mobile=>,organic=>referral=>,2,2
GA1.2.266276531.1581251832,mobile=>,organic=>,1,1
GA1.2.266337853.1579564029,mobile=>,organic=>,1,1
GA1.2.266352654.1580043483,mobile=>,(none)=>,0,1
GA1.2.266353724.1569587598,desktop=>,referral=>,1,1
GA1.2.26638196.1577083083,mobile=>,cpc=>,1,1
GA1.2.266494112.1581502672,mobile=>,sem_cpc=>,1,1
GA1.2.26657420.1581146695,desktop=>,referral=>,1,1
GA1.2.266577064.1577911499,mobile=>,referral=>,1,1
GA1.2.266647770.1580903247,desktop=>,cpc=>,1,1
GA1.2.26665131.1579124430,desktop=>,referral=>,1,1
GA1.2.266671554.1579248744,mobile=>,(none)=>,0,1
GA1.2.266709079.1579439931,mobile=>,referral=>,1,1
GA1.2.266727392.1572682155,mobile=>,cpc=>,1,1
GA1.2.266795080.1579538886,desktop=>desktop=>,referral=>organic=>,2,2
GA1.2.266803095.1580069277,mobile=>,cpm=>,1,1
GA1.2.266889217.1581556791,mobile=>,organic=>,1,1
GA1.2.26698609.1581843904,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,referral=>referral=>cpc=>cpc=>cpc=>referral=>,6,6
GA1.2.267041722.1580412176,mobile=>,organic=>,1,1
GA1.2.267053651.1580649059,desktop=>,cpc=>,1,1
GA1.2.267109777.1579416298,mobile=>,organic=>,1,1
GA1.2.267171611.1579366354,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.267231244.1580067869,mobile=>mobile=>mobile=>mobile=>,referral=>(none)=>(none)=>referral=>,2,4
GA1.2.267243875.1579443220,desktop=>desktop=>desktop=>,referral=>organic=>organic=>,3,3
GA1.2.2672955.1579634004,mobile=>mobile=>mobile=>,(none)=>organic=>organic=>,2,3
GA1.2.267314963.1579862046,desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>referral=>referral=>referral=>referral=>,5,5
GA1.2.267317843.1581045334,mobile=>,organic=>,1,1
GA1.2.26739374.1581415211,desktop=>,cpc=>,1,1
GA1.2.267581857.1580203008,mobile=>,(none)=>,0,1
GA1.2.267628739.1579539902,mobile=>,organic=>,1,1
GA1.2.267689872.1576438089,mobile=>,cpc=>,1,1
GA1.2.267743441.1579157919,desktop=>,organic=>,1,1
GA1.2.267781684.1576234222,desktop=>,referral=>,1,1
GA1.2.267812339.1581935600,desktop=>,organic=>,1,1
GA1.2.267893470.1578254056,desktop=>,organic=>,1,1
GA1.2.267918300.1580106684,desktop=>desktop=>desktop=>,referral=>referral=>referral=>,3,3
GA1.2.267958283.1578077911,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,referral=>referral=>referral=>referral=>referral=>referral=>,6,6
GA1.2.267979505.1577594896,mobile=>,sem_cpc=>,1,1
GA1.2.268015812.1579470674,mobile=>,cpm=>,1,1
GA1.2.268030984.1580807693,desktop=>,cpc=>,1,1
GA1.2.268385756.1579159790,mobile=>,cpc=>,1,1
GA1.2.26839501.1581591957,desktop=>,(none)=>,0,1
GA1.2.268396102.1580640625,tablet=>,(none)=>,0,1
GA1.2.268581271.1579163294,tablet=>,organic=>,1,1
GA1.2.268656612.1581014938,mobile=>,organic=>,1,1
GA1.2.268755932.1579456987,mobile=>,referral=>,1,1
GA1.2.268835383.1579193211,desktop=>desktop=>,organic=>organic=>,2,2
GA1.2.268887234.1579589512,desktop=>,organic=>,1,1
GA1.2.268897025.1578874523,mobile=>,organic=>,1,1
GA1.2.268903913.1581414136,desktop=>,referral=>,1,1
GA1.2.268934046.1570099193,mobile=>,organic=>,1,1
GA1.2.268964481.1577291064,mobile=>mobile=>,sem_cpc=>sem_cpc=>,2,2
GA1.2.268983563.1557491939,tablet=>,cpc=>,1,1
GA1.2.269150856.1558938668,mobile=>,organic=>,1,1
GA1.2.26917659.1579594134,mobile=>,organic=>,1,1
GA1.2.269230552.1568991074,desktop=>desktop=>desktop=>,organic=>referral=>organic=>,3,3
GA1.2.269253062.1581509873,desktop=>desktop=>,organic=>referral=>,2,2
GA1.2.269290019.1579760051,mobile=>,referral=>,1,1
GA1.2.26937784.1579027863,desktop=>desktop=>desktop=>desktop=>,referral=>referral=>referral=>referral=>,4,4
GA1.2.269504546.1578918248,desktop=>,referral=>,1,1
GA1.2.269526052.1578436384,mobile=>,referral=>,1,1
GA1.2.269527405.1580111341,desktop=>,(none)=>,0,1
GA1.2.269610608.1580398865,mobile=>mobile=>,cpc=>referral=>,2,2
GA1.2.269633012.1579179548,mobile=>,organic=>,1,1
GA1.2.269633472.1581406958,mobile=>,(none)=>,0,1
GA1.2.269652900.1580334586,desktop=>,(none)=>,0,1
GA1.2.269686795.1580984238,desktop=>,cpc=>,1,1
GA1.2.269731424.1580787733,mobile=>,organic=>,1,1
GA1.2.269766983.1579377679,mobile=>,referral=>,1,1
GA1.2.269968418.1580394427,mobile=>,organic=>,1,1
GA1.2.269986046.1569008549,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,referral=>organic=>referral=>organic=>organic=>organic=>organic=>organic=>,8,8
GA1.2.270042781.1581597717,mobile=>,(none)=>,0,1
GA1.2.27005245.1580808688,desktop=>desktop=>,organic=>organic=>,2,2
GA1.2.270088686.1580574573,desktop=>,organic=>,1,1
GA1.2.270089402.1579797898,tablet=>,(none)=>,0,1
GA1.2.270102258.1581344650,desktop=>,(none)=>,0,1
GA1.2.27012821.1581366826,mobile=>,(none)=>,0,1
GA1.2.270190685.1580308707,mobile=>,referral=>,1,1
GA1.2.270314468.1579758016,mobile=>,cpc=>,1,1
GA1.2.270337785.1578777035,mobile=>mobile=>,(none)=>(none)=>,0,2
GA1.2.270369252.1580153846,mobile=>,organic=>,1,1
GA1.2.27040111.1580882932,desktop=>,organic=>,1,1
GA1.2.270415489.1574603419,mobile=>,(none)=>,0,1
GA1.2.270508001.1579689257,mobile=>,organic=>,1,1
GA1.2.270590826.1581401862,desktop=>,cpc=>,1,1
GA1.2.270683260.1580141539,desktop=>,organic=>,1,1
GA1.2.270691636.1579711415,mobile=>,organic=>,1,1
GA1.2.270743975.1578685114,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.270763788.1578574043,desktop=>desktop=>,(none)=>referral=>,1,2
GA1.2.270792122.1579285124,mobile=>mobile=>mobile=>,organic=>organic=>organic=>,3,3
GA1.2.27083954.1580408213,desktop=>,(none)=>,0,1
GA1.2.270865807.1581503777,desktop=>desktop=>,referral=>organic=>,2,2
GA1.2.270879469.1580728280,mobile=>,cpc=>,1,1
GA1.2.270880748.1581262619,mobile=>,organic=>,1,1
GA1.2.270916260.1577827237,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.270940356.1580035350,desktop=>,cpc=>,1,1
GA1.2.270974592.1577527733,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>,8,8
GA1.2.271055858.1580306771,desktop=>desktop=>,(none)=>(none)=>,0,2
GA1.2.271085156.1579630403,mobile=>,referral=>,1,1
GA1.2.2711339.1579944586,desktop=>,(none)=>,0,1
GA1.2.271157123.1578989507,mobile=>,cpm=>,1,1
GA1.2.27116161.1578811968,mobile=>,(none)=>,0,1
GA1.2.27120696.1580054980,mobile=>,referral=>,1,1
GA1.2.271395056.1577903105,mobile=>mobile=>,referral=>referral=>,2,2
GA1.2.27141608.1578525643,desktop=>,referral=>,1,1
GA1.2.271466488.1580458775,mobile=>,organic=>,1,1
GA1.2.271570458.1579518272,desktop=>,organic=>,1,1
GA1.2.271651434.1581354603,desktop=>,organic=>,1,1
GA1.2.271701772.1580009475,mobile=>mobile=>mobile=>mobile=>mobile=>,referral=>(none)=>(none)=>referral=>referral=>,3,5
GA1.2.271835381.1581871331,desktop=>,referral=>,1,1
GA1.2.271872850.1578328264,desktop=>,referral=>,1,1
GA1.2.271884184.1581680174,mobile=>,organic=>,1,1
GA1.2.271908187.1578281300,desktop=>,referral=>,1,1
GA1.2.271926451.1578182062,mobile=>,(none)=>,0,1
GA1.2.27194236.1578801222,desktop=>,(none)=>,0,1
GA1.2.271986030.1580578381,mobile=>mobile=>,organic=>referral=>,2,2
GA1.2.272081198.1581768335,desktop=>,organic=>,1,1
GA1.2.272124756.1578905419,desktop=>desktop=>,referral=>organic=>,2,2
GA1.2.27216329.1578197302,desktop=>,referral=>,1,1
GA1.2.272280492.1567780053,tablet=>,organic=>,1,1
GA1.2.272311115.1579414809,mobile=>mobile=>,cpm=>cpm=>,2,2
GA1.2.272341789.1580404552,mobile=>,referral=>,1,1
GA1.2.272605434.1580404536,mobile=>,organic=>,1,1
GA1.2.272693676.1580198054,desktop=>,organic=>,1,1
GA1.2.272695970.1580487415,mobile=>,referral=>,1,1
GA1.2.272714238.1579114859,mobile=>,organic=>,1,1
GA1.2.272797906.1580737609,desktop=>,organic=>,1,1
GA1.2.272825947.1575869413,mobile=>,organic=>,1,1
GA1.2.272852924.1579208411,mobile=>,organic=>,1,1
GA1.2.272885100.1580544292,desktop=>,cpc=>,1,1
GA1.2.272897229.1580022673,mobile=>mobile=>mobile=>mobile=>,cpc=>cpc=>organic=>organic=>,4,4
GA1.2.272992751.1579681456,mobile=>,(none)=>,0,1
GA1.2.272993509.1578729899,desktop=>,organic=>,1,1
GA1.2.273089176.1580449481,mobile=>,organic=>,1,1
GA1.2.273175988.1578852498,mobile=>,referral=>,1,1
GA1.2.273199992.1581331405,desktop=>,referral=>,1,1
GA1.2.273217917.1580488493,desktop=>,organic=>,1,1
GA1.2.273319456.1578313049,desktop=>,referral=>,1,1
GA1.2.273376498.1581360896,mobile=>,(none)=>,0,1
GA1.2.273394360.1580024430,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.273414428.1580711043,desktop=>,(none)=>,0,1
GA1.2.273480562.1580150352,mobile=>,organic=>,1,1
GA1.2.273534996.1580390898,mobile=>,referral=>,1,1
GA1.2.273567746.1578659225,mobile=>,(none)=>,0,1
GA1.2.27378483.1578947209,mobile=>,organic=>,1,1
GA1.2.27380182.1580440182,tablet=>tablet=>,referral=>referral=>,2,2
GA1.2.273869703.1580199067,desktop=>,(none)=>,0,1
GA1.2.273928005.1580223225,desktop=>,organic=>,1,1
GA1.2.273928179.1577396692,mobile=>mobile=>,sem_cpc=>sem_cpc=>,2,2
GA1.2.273982779.1574746773,mobile=>mobile=>mobile=>,organic=>referral=>organic=>,3,3
GA1.2.27401827.1579410580,mobile=>,organic=>,1,1
GA1.2.274066573.1565692786,tablet=>,referral=>,1,1
GA1.2.274201290.1580796656,desktop=>,organic=>,1,1
GA1.2.274204094.1579429849,desktop=>,(none)=>,0,1
GA1.2.27422325.1578646773,mobile=>,organic=>,1,1
GA1.2.27424350.1578503696,desktop=>desktop=>,referral=>(none)=>,1,2
GA1.2.274351038.1566902074,mobile=>,cpc=>,1,1
GA1.2.27435841.1581612020,mobile=>,referral=>,1,1
GA1.2.274362534.1580363147,mobile=>mobile=>,cpc=>organic=>,2,2
GA1.2.274480735.1579089381,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.274503572.1581358253,desktop=>,referral=>,1,1
GA1.2.274585986.1576077563,mobile=>,organic=>,1,1
GA1.2.274614928.1579071637,desktop=>,referral=>,1,1
GA1.2.274713211.1579980623,desktop=>,(none)=>,0,1
GA1.2.274729078.1577206641,mobile=>,organic=>,1,1
GA1.2.274755199.1580723433,desktop=>,(none)=>,0,1
GA1.2.274765245.1579241574,mobile=>,cpc=>,1,1
GA1.2.274811689.1575635422,desktop=>,referral=>,1,1
GA1.2.274843348.1580237910,tablet=>,(none)=>,0,1
GA1.2.274884874.1580835325,mobile=>,(none)=>,0,1
GA1.2.274906191.1578686103,desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>referral=>(none)=>(none)=>referral=>,3,5
GA1.2.274928943.1577597048,mobile=>,sem_cpc=>,1,1
GA1.2.274940659.1580630143,mobile=>mobile=>mobile=>,organic=>organic=>organic=>,3,3
GA1.2.274957200.1577889638,mobile=>,(none)=>,0,1
GA1.2.274996584.1578069472,mobile=>,referral=>,1,1
GA1.2.275024977.1579846281,mobile=>,cpc=>,1,1
GA1.2.275028340.1579935135,desktop=>desktop=>desktop=>desktop=>,cpc=>cpc=>cpc=>cpc=>,4,4
GA1.2.275128882.1579178362,desktop=>,organic=>,1,1
GA1.2.275200708.1579933760,mobile=>,cpc=>,1,1
GA1.2.275227749.1581249027,mobile=>,organic=>,1,1
GA1.2.275263035.1578893792,mobile=>,(none)=>,0,1
GA1.2.275333003.1578073720,mobile=>,referral=>,1,1
GA1.2.275370191.1578682939,desktop=>,referral=>,1,1
GA1.2.275417639.1579101636,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.275532597.1580103084,mobile=>mobile=>,referral=>(none)=>,1,2
GA1.2.275546394.1541882719,tablet=>,organic=>,1,1
GA1.2.275582655.1580375692,desktop=>,referral=>,1,1
GA1.2.27566347.1577893319,desktop=>desktop=>,organic=>referral=>,2,2
GA1.2.275691058.1579724845,mobile=>,referral=>,1,1
GA1.2.275717206.1581875556,desktop=>,referral=>,1,1
GA1.2.275786837.1580791449,mobile=>,cpc=>,1,1
GA1.2.275801614.1578059914,desktop=>,organic=>,1,1
GA1.2.275856201.1580023127,desktop=>,(none)=>,0,1
GA1.2.275866252.1579804025,mobile=>,cpm=>,1,1
GA1.2.275889866.1578807942,mobile=>,organic=>,1,1
GA1.2.275942728.1581941279,mobile=>,organic=>,1,1
GA1.2.276051124.1581833606,mobile=>,cpc=>,1,1
GA1.2.276062675.1579634048,mobile=>mobile=>,(none)=>referral=>,1,2
GA1.2.276079995.1581848768,mobile=>,(none)=>,0,1
GA1.2.276146295.1580967884,mobile=>,organic=>,1,1
GA1.2.276220190.1581785345,mobile=>mobile=>mobile=>,organic=>referral=>organic=>,3,3
GA1.2.276436499.1581837803,desktop=>,(none)=>,0,1
GA1.2.27644838.1578688356,desktop=>,referral=>,1,1
GA1.2.276511952.1572008101,desktop=>,cpc=>,1,1
GA1.2.276514884.1580471420,desktop=>,organic=>,1,1
GA1.2.27654611.1579205697,mobile=>,referral=>,1,1
GA1.2.276551340.1578936201,desktop=>,organic=>,1,1
GA1.2.276554824.1574670613,desktop=>desktop=>,referral=>organic=>,2,2
GA1.2.276567367.1579082367,mobile=>,sem_cpc=>,1,1
GA1.2.276568152.1580391767,desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>referral=>referral=>referral=>referral=>referral=>,6,6
GA1.2.276582524.1578936979,mobile=>,organic=>,1,1
GA1.2.276780252.1579315931,mobile=>,referral=>,1,1
GA1.2.276785392.1578729412,mobile=>mobile=>,cpc=>organic=>,2,2
GA1.2.276850832.1580353056,mobile=>,organic=>,1,1
GA1.2.276904861.1580122682,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.2770116.1578954730,desktop=>,referral=>,1,1
GA1.2.277045652.1580703973,mobile=>,(none)=>,0,1
GA1.2.277109009.1579102987,mobile=>,cpm=>,1,1
GA1.2.277109997.1581236757,mobile=>,cpc=>,1,1
GA1.2.27735655.1577117880,mobile=>,sem_cpc=>,1,1
GA1.2.277404954.1580291367,mobile=>,referral=>,1,1
GA1.2.277511797.1581563068,mobile=>,(none)=>,0,1
GA1.2.277527493.1576525936,tablet=>,referral=>,1,1
GA1.2.277544230.1577950472,mobile=>,referral=>,1,1
GA1.2.277576561.1581851474,mobile=>,organic=>,1,1
GA1.2.277607553.1564587649,mobile=>,cpm=>,1,1
GA1.2.277610946.1579086855,mobile=>,organic=>,1,1
GA1.2.277762549.1581006260,desktop=>,referral=>,1,1
GA1.2.27776795.1580128085,desktop=>,referral=>,1,1
GA1.2.277768003.1581690877,desktop=>,organic=>,1,1
GA1.2.277769979.1580883557,desktop=>,(none)=>,0,1
GA1.2.277804971.1563387942,desktop=>,organic=>,1,1
GA1.2.277849487.1579186419,desktop=>desktop=>,organic=>organic=>,2,2
GA1.2.277851924.1581367396,mobile=>,referral=>,1,1
GA1.2.277983792.1578249123,mobile=>mobile=>mobile=>mobile=>,(none)=>referral=>(none)=>referral=>,2,4
GA1.2.278045925.1578918281,desktop=>,referral=>,1,1
GA1.2.27805315.1578650407,mobile=>,referral=>,1,1
GA1.2.278057293.1580235675,desktop=>,referral=>,1,1
GA1.2.278142669.1581840320,mobile=>,(none)=>,0,1
GA1.2.278222846.1580321433,desktop=>,organic=>,1,1
GA1.2.278250926.1581369431,desktop=>,referral=>,1,1
GA1.2.27839682.1580804981,mobile=>mobile=>mobile=>mobile=>,referral=>referral=>cpc=>cpc=>,4,4
GA1.2.278401890.1580273191,desktop=>,(none)=>,0,1
GA1.2.278443475.1578418695,mobile=>,referral=>,1,1
GA1.2.278474480.1577635971,mobile=>,organic=>,1,1
GA1.2.27851801.1578579925,desktop=>,referral=>,1,1
GA1.2.278799862.1578758135,mobile=>,referral=>,1,1
GA1.2.278804664.1578035995,desktop=>,organic=>,1,1
GA1.2.278921226.1579115398,mobile=>,cpm=>,1,1
GA1.2.278973366.1578644882,desktop=>,cpc=>,1,1
GA1.2.279023649.1579421234,mobile=>mobile=>mobile=>mobile=>,referral=>referral=>cpc=>cpc=>,4,4
GA1.2.279043485.1575388015,desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>referral=>referral=>referral=>referral=>,5,5
GA1.2.27914141.1578260504,mobile=>mobile=>,(none)=>(none)=>,0,2
GA1.2.279150653.1580060613,desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>,8,8
GA1.2.279181530.1580527540,mobile=>mobile=>mobile=>mobile=>,referral=>referral=>(none)=>(none)=>,2,4
GA1.2.279303818.1580646251,tablet=>tablet=>,organic=>organic=>,2,2
GA1.2.279323569.1578423273,desktop=>,referral=>,1,1
GA1.2.279401125.1578642069,mobile=>,cpc=>,1,1
GA1.2.279459385.1578340003,mobile=>,organic=>,1,1
GA1.2.279492252.1579602013,desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>(none)=>(none)=>referral=>(none)=>referral=>,3,6
GA1.2.279493934.1581412770,mobile=>,referral=>,1,1
GA1.2.279552249.1581058065,desktop=>,cpc=>,1,1
GA1.2.279590558.1576981198,mobile=>mobile=>mobile=>mobile=>,sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>,4,4
GA1.2.279615365.1581067692,desktop=>,cpc=>,1,1
GA1.2.279665213.1577420512,mobile=>,sem_cpc=>,1,1
GA1.2.279731752.1579559993,mobile=>,organic=>,1,1
GA1.2.279735670.1580723329,mobile=>,(none)=>,0,1
GA1.2.279740946.1581677288,mobile=>,referral=>,1,1
GA1.2.279826317.1579948059,mobile=>,organic=>,1,1
GA1.2.279826898.1581831925,mobile=>,organic=>,1,1
GA1.2.279889063.1525942297,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,referral=>referral=>referral=>cpc=>cpc=>cpc=>,6,6
GA1.2.279889766.1578168831,mobile=>,referral=>,1,1
GA1.2.279891094.1580755563,mobile=>,referral=>,1,1
GA1.2.27989527.1580667003,desktop=>,referral=>,1,1
GA1.2.279912591.1578681587,mobile=>,(none)=>,0,1
GA1.2.279925915.1580383698,mobile=>,(none)=>,0,1
GA1.2.280005983.1581413472,desktop=>,referral=>,1,1
GA1.2.280081818.1578780083,mobile=>,referral=>,1,1
GA1.2.280085145.1580553861,mobile=>,organic=>,1,1
GA1.2.280137340.1580817244,desktop=>,organic=>,1,1
GA1.2.280227041.1581949433,mobile=>,organic=>,1,1
GA1.2.280251373.1578549969,desktop=>desktop=>,(none)=>(none)=>,0,2
GA1.2.280255906.1578385392,desktop=>desktop=>desktop=>desktop=>,cpc=>cpc=>referral=>referral=>,4,4
GA1.2.280274446.1579781794,mobile=>,cpm=>,1,1
GA1.2.280296874.1579679483,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.280307155.1576428579,mobile=>mobile=>mobile=>mobile=>,organic=>organic=>organic=>organic=>,4,4
GA1.2.280346634.1579715574,mobile=>,organic=>,1,1
GA1.2.280395497.1578342357,mobile=>,referral=>,1,1
GA1.2.280405712.1576609246,desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>referral=>referral=>referral=>referral=>,5,5
GA1.2.280459175.1571373482,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>sem_cpc=>,7,7
GA1.2.280505193.1581315495,mobile=>,cpc=>,1,1
GA1.2.280506120.1580624661,mobile=>mobile=>mobile=>,referral=>organic=>organic=>,3,3
GA1.2.28052248.1580135834,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.280574536.1580970797,mobile=>,cpm=>,1,1
GA1.2.280612853.1579289793,mobile=>,organic=>,1,1
GA1.2.280632967.1579613576,desktop=>desktop=>desktop=>,organic=>organic=>organic=>,3,3
GA1.2.280669681.1576421864,mobile=>,sem_cpc=>,1,1
GA1.2.280755456.1581090729,mobile=>,referral=>,1,1
GA1.2.280762305.1580635560,mobile=>,cpc=>,1,1
GA1.2.280789216.1580713490,mobile=>mobile=>mobile=>mobile=>,organic=>(none)=>organic=>organic=>,3,4
GA1.2.280797115.1580718237,mobile=>mobile=>mobile=>,organic=>referral=>organic=>,3,3
GA1.2.280813793.1581530293,mobile=>,organic=>,1,1
GA1.2.280851495.1581056966,mobile=>,referral=>,1,1
GA1.2.280860473.1569243058,mobile=>,organic=>,1,1
GA1.2.28087550.1581228510,mobile=>mobile=>mobile=>,cpc=>cpc=>cpc=>,3,3
GA1.2.28092732.1580741946,desktop=>,(none)=>,0,1
GA1.2.281118397.1580222027,mobile=>,referral=>,1,1
GA1.2.281253684.1581613184,mobile=>,sem_cpc=>,1,1
GA1.2.281297796.1578124512,desktop=>,organic=>,1,1
GA1.2.281308885.1581436161,desktop=>,referral=>,1,1
GA1.2.281384417.1580762136,mobile=>,organic=>,1,1
GA1.2.281487090.1578770028,desktop=>,organic=>,1,1
GA1.2.281517089.1572359721,desktop=>desktop=>,referral=>(none)=>,1,2
GA1.2.281581414.1581755979,desktop=>,referral=>,1,1
GA1.2.281585098.1578425222,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.281628806.1579151539,mobile=>,organic=>,1,1
GA1.2.281639201.1579110334,mobile=>,cpm=>,1,1
GA1.2.281675304.1575708320,desktop=>,referral=>,1,1
GA1.2.281690710.1580308492,mobile=>,cpm=>,1,1
GA1.2.28176534.1572680395,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.281784561.1579546551,mobile=>,cpm=>,1,1
GA1.2.281814639.1577903173,desktop=>,(none)=>,0,1
GA1.2.281855745.1581258727,desktop=>,referral=>,1,1
GA1.2.281904733.1580483180,mobile=>,referral=>,1,1
GA1.2.281921800.1578994903,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.28193077.1579147953,mobile=>mobile=>mobile=>,cpc=>cpc=>cpc=>,3,3
GA1.2.281931106.1579961303,mobile=>,(none)=>,0,1
GA1.2.281932375.1579886210,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.28193417.1581607331,desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>referral=>referral=>referral=>referral=>referral=>referral=>,7,7
GA1.2.28197222.1575445061,desktop=>desktop=>,organic=>organic=>,2,2
GA1.2.281982305.1578434523,desktop=>,(none)=>,0,1
GA1.2.282040711.1578988099,desktop=>,(none)=>,0,1
GA1.2.282079919.1577949223,mobile=>,organic=>,1,1
GA1.2.28215133.1581010668,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.282245516.1579604388,desktop=>,organic=>,1,1
GA1.2.282293363.1573389432,mobile=>mobile=>,(none)=>referral=>,1,2
GA1.2.28234358.1580291636,desktop=>,referral=>,1,1
